timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1689041841869,3331,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-6,text,true,,957,815,100,100,http://trans.icheckdev.com/,3327,0,224
1689041841888,3312,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-16,text,true,,957,815,100,100,http://trans.icheckdev.com/,3311,0,205
1689041841971,3247,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-24,text,true,,957,815,100,100,http://trans.icheckdev.com/,3247,0,108
1689041841869,3349,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-11,text,true,,957,815,100,100,http://trans.icheckdev.com/,3349,0,234
1689041841868,3366,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-1,text,true,,957,815,100,100,http://trans.icheckdev.com/,3366,0,237
1689041841942,3305,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-21,text,true,,957,815,100,100,http://trans.icheckdev.com/,3305,0,168
1689041841948,3300,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-22,text,true,,957,815,100,100,http://trans.icheckdev.com/,3300,0,162
1689041841869,3398,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-5,text,true,,957,815,100,100,http://trans.icheckdev.com/,3398,0,216
1689041841929,3344,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-20,text,true,,957,815,100,100,http://trans.icheckdev.com/,3344,0,158
1689041842008,3265,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-28,text,true,,957,815,100,100,http://trans.icheckdev.com/,3265,0,107
1689041842039,3239,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-31,text,true,,957,815,100,100,http://trans.icheckdev.com/,3239,0,83
1689041841921,3358,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-19,text,true,,957,815,100,100,http://trans.icheckdev.com/,3358,0,157
1689041841868,3419,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-9,text,true,,957,815,100,100,http://trans.icheckdev.com/,3418,0,229
1689041841868,3433,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-4,text,true,,957,815,100,100,http://trans.icheckdev.com/,3433,0,235
1689041842069,3244,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-34,text,true,,957,815,100,100,http://trans.icheckdev.com/,3244,0,86
1689041841880,3434,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-15,text,true,,957,815,100,100,http://trans.icheckdev.com/,3434,0,230
1689041842058,3256,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-33,text,true,,957,815,100,100,http://trans.icheckdev.com/,3256,0,91
1689041841868,3446,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-7,text,true,,957,815,100,100,http://trans.icheckdev.com/,3446,0,235
1689041841959,3357,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-23,text,true,,957,815,100,100,http://trans.icheckdev.com/,3357,0,128
1689041841869,3455,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-13,text,true,,957,815,100,100,http://trans.icheckdev.com/,3455,0,241
1689041841977,3347,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-25,text,true,,957,815,100,100,http://trans.icheckdev.com/,3347,0,116
1689041841999,3333,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-27,text,true,,957,815,100,100,http://trans.icheckdev.com/,3333,0,113
1689041842029,3306,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-30,text,true,,957,815,100,100,http://trans.icheckdev.com/,3306,0,89
1689041841988,3350,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-26,text,true,,957,815,100,100,http://trans.icheckdev.com/,3350,0,127
1689041842099,3239,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-37,text,true,,957,815,100,100,http://trans.icheckdev.com/,3239,0,106
1689041842089,3252,VerifyRoutingNumber - Not Found,200,OK,ROUTING_NUMBER 1-36,text,true,,957,815,100,100,http://trans.icheckdev.com/,3252,0,100
